2025-06-13 12:05:58 | INFO | Starting OCR processing
2025-06-13 12:05:58 | INFO | Starting NER processing
2025-06-13 12:05:58 | INFO | Processing completed with overall confidence: 0.9400000000000001
2025-06-13 12:06:16 | INFO | Starting OCR processing
2025-06-13 12:06:16 | INFO | Starting NER processing
2025-06-13 12:06:16 | INFO | Processing completed with overall confidence: 0.9400000000000001
2025-06-13 12:18:18 | INFO | Starting OCR processing
2025-06-13 12:18:18 | INFO | Starting NER processing
2025-06-13 12:18:18 | INFO | Processing completed with overall confidence: 0.9400000000000001
2025-06-13 12:19:30 | INFO | Starting OCR processing
2025-06-13 12:19:31 | INFO | Starting NER processing
2025-06-13 12:19:31 | INFO | Processing completed with overall confidence: 0.9400000000000001
2025-06-13 12:21:22 | INFO | Starting OCR processing
2025-06-13 12:21:22 | INFO | Starting NER processing
2025-06-13 12:21:22 | INFO | Processing completed with overall confidence: 0.9400000000000001
2025-06-13 12:24:01 | INFO | Starting OCR processing
2025-06-13 12:24:01 | INFO | Starting NER processing
2025-06-13 12:24:01 | INFO | Processing completed with overall confidence: 0.97
